country,brand,listings,sales,sales_rate,avg_price
Spain,Adidas,869,18,2.0713463751438432,142.77887226697354
Spain,Dolce & Gabbana,822,18,2.18978102189781,291.5422749391727
Spain,Louis Vuitton,673,13,1.9316493313521546,522.2438038632987
Spain,Loewe,606,12,1.9801980198019802,336.7764521452145
Spain,Carolina Herrera,581,14,2.4096385542168677,209.47691910499142
Spain,Dsquared2,550,11,2.0,186.38656363636363
Spain,Polo Ralph Lauren,535,7,1.3084112149532712,133.51454205607476
Spain,Barbour,533,1,0.18761726078799248,237.49213883677294
Spain,Versace,409,8,1.9559902200488997,397.36608801955987
Spain,Chanel,406,9,2.2167487684729066,1076.6737438423647
Spain,Dior,404,5,1.2376237623762376,393.87631188118814
Spain,Valentino Garavani,398,13,3.2663316582914574,336.2797487437186
Spain,Massimo Dutti,346,7,2.023121387283237,88.94219653179191
Spain,Saint Laurent,327,14,4.281345565749235,471.2156574923548
Germany,Gucci,2570,54,2.1011673151750974,535.1155408560311
Germany,Dolce & Gabbana,1859,23,1.237224314147391,448.8585798816568
Germany,Prada,1264,45,3.5601265822784813,380.53297468354424
Germany,Hermès,830,24,2.891566265060241,1113.0623855421686
Germany,Chanel,716,26,3.6312849162011176,1324.0685055865922
Germany,Louis Vuitton,617,11,1.7828200972447326,802.04943273906
Germany,Burberry,616,26,4.220779220779221,382.55253246753244
Germany,Balenciaga,582,13,2.2336769759450172,516.8410824742268
Germany,Valentino Garavani,526,15,2.8517110266159698,440.7257034220533
Germany,Acne Studios,439,9,2.050113895216401,243.88870159453307
Germany,Tod's,434,7,1.6129032258064515,194.05940092165898
Germany,Nike,432,8,1.8518518518518516,152.67560185185187
Germany,Saint Laurent,430,17,3.953488372093023,573.9744883720931
Germany,Dior,424,14,3.30188679245283,549.6508490566039
Germany,Dsquared2,407,4,0.9828009828009828,309.5981081081081
Germany,Bottega Veneta,404,9,2.2277227722772275,543.8753712871287
Germany,Polo Ralph Lauren,362,14,3.867403314917127,164.48657458563537
Germany,Versace,340,9,2.6470588235294117,410.73623529411765
Germany,Adidas,339,6,1.7699115044247788,149.414808259587
Germany,Hugo Boss,312,3,0.9615384615384616,111.93903846153847
Poland,Nike,1206,2,0.16583747927031509,100.75780265339966
Poland,Burberry,994,16,1.6096579476861168,192.18722334004025
Poland,Gucci,766,14,1.8276762402088773,370.23475195822454
Poland,Prada,662,11,1.6616314199395772,305.9968277945619
Poland,Polo Ralph Lauren,640,8,1.25,106.50260937500002
Poland,Yves Saint Laurent,624,10,1.6025641025641024,166.92522435897436
Poland,Adidas,617,2,0.3241491085899514,115.22756888168558
Poland,Dolce & Gabbana,517,8,1.5473887814313347,328.0429400386847
Poland,Alexander McQueen,478,7,1.4644351464435146,599.7042887029289
Poland,Acne Studios,459,7,1.5250544662309369,170.63481481481483
Poland,Diesel,316,4,1.2658227848101267,174.71490506329113
Poland,Moncler,274,7,2.5547445255474455,427.4632116788321
Poland,Valentino Garavani,266,2,0.7518796992481203,297.4318421052631
Poland,Hermès,260,5,1.9230769230769231,544.6697307692308
Poland,Stone Island,258,4,1.550387596899225,250.4584496124031
Poland,Versace,255,2,0.7843137254901961,328.1575686274509
Poland,Barbour,254,5,1.968503937007874,105.03311023622048
Poland,Dior,251,2,0.796812749003984,492.8411952191235
Poland,Louis Vuitton,243,3,1.2345679012345678,553.3207818930041
Poland,Chanel,225,6,2.666666666666667,1290.0312444444444
Japan,Louis Vuitton,2787,1,0.03588087549336204,584.3575206315035
Japan,Comme Des Garcons,1775,0,0.0,236.9199436619718
Japan,Hermès,1509,0,0.0,819.4068787276342
Japan,Omega,1303,0,0.0,2776.9876976208748
Japan,Gucci,1040,1,0.09615384615384616,521.2907596153847
Japan,Chanel,845,5,0.591715976331361,1335.5365088757399
Japan,SEIKO,737,0,0.0,2086.492903663501
Japan,Supreme,557,0,0.0,231.93714542190304
Japan,Tag Heuer,483,1,0.2070393374741201,1785.1085507246378
Japan,Fendi,433,0,0.0,742.6612009237876
Japan,Bvlgari,380,0,0.0,1842.1008947368423
Japan,Rolex,368,0,0.0,13152.958831521739
Japan,IWC,362,0,0.0,3439.1975690607737
Japan,Cartier,336,0,0.0,3401.4338988095237
Japan,Breitling,302,0,0.0,3607.3981125827813
Japan,Bottega Veneta,286,1,0.34965034965034963,450.976993006993
Japan,Dior,279,0,0.0,975.2407526881719
Japan,Celine,248,1,0.4032258064516129,756.9731451612903
Japan,Saint Laurent,243,1,0.411522633744856,539.8898765432099
Japan,Prada,242,0,0.0,500.9796694214876
Romania,Gucci,879,24,2.7303754266211606,434.19359499431175
Romania,Dolce & Gabbana,526,11,2.091254752851711,313.450247148289
Romania,Burberry,476,8,1.680672268907563,282.8057142857143
Romania,Dsquared2,465,4,0.8602150537634409,200.71698924731183
Romania,Prada,391,8,2.0460358056265986,330.4254219948849
Romania,Valentino Garavani,378,7,1.8518518518518516,379.8659788359788
Romania,Louis Vuitton,361,8,2.21606648199446,635.8237673130193
Romania,Polo Ralph Lauren,341,13,3.812316715542522,124.9408211143695
Romania,Nike,297,1,0.33670033670033667,133.16942760942757
Romania,Adidas,271,1,0.36900369003690037,112.44837638376384
Romania,Dior,258,6,2.3255813953488373,631.3977906976744
Romania,Balenciaga,251,5,1.9920318725099602,535.1912749003984
Romania,Jimmy Choo,231,4,1.7316017316017316,277.7300865800866
Romania,Giuseppe Zanotti,220,0,0.0,282.17536363636367
Romania,Massimo Dutti,207,1,0.4830917874396135,136.5332850241546
Romania,Versace,186,3,1.6129032258064515,366.2958602150538
Romania,Christian Louboutin,170,3,1.7647058823529411,530.0390588235293
Romania,Hermès,168,0,0.0,911.031130952381
Romania,Chanel,163,2,1.2269938650306749,1135.4859509202454
Romania,Boss,156,0,0.0,96.38724358974359
Hong Kong,Chanel,1678,14,0.834326579261025,3312.1411620977356
Hong Kong,Hermès,1199,14,1.1676396997497915,938.0127272727275
Hong Kong,Gucci,579,6,1.0362694300518136,420.57127806563045
Hong Kong,Louis Vuitton,540,8,1.4814814814814816,568.5306666666668
Hong Kong,Prada,358,7,1.9553072625698324,416.20770949720674
Hong Kong,Balenciaga,328,5,1.524390243902439,576.620731707317
Hong Kong,Burberry,296,2,0.6756756756756757,296.7828716216216
Hong Kong,Saint Laurent,268,2,0.7462686567164178,589.8916417910448
Hong Kong,Dior,266,6,2.2556390977443606,648.3628195488723
Hong Kong,Celine,265,8,3.018867924528302,444.6006415094339
Hong Kong,Versace,230,3,1.3043478260869565,414.88165217391304
Hong Kong,Bottega Veneta,229,0,0.0,330.9939737991266
Hong Kong,Valentino Garavani,219,0,0.0,329.72136986301376
Hong Kong,Christian Louboutin,217,6,2.7649769585253456,406.39470046082954
Hong Kong,Fendi,208,2,0.9615384615384616,428.416875
Hong Kong,Loewe,176,1,0.5681818181818182,434.4068749999999
Hong Kong,Dolce & Gabbana,165,1,0.6060606060606061,265.3984848484848
Hong Kong,Miu Miu,151,4,2.6490066225165565,251.32940397350993
Hong Kong,Jimmy Choo,150,1,0.6666666666666667,249.05306666666667
Hong Kong,Salvatore Ferragamo,141,0,0.0,219.804609929078
