iter	Passed	Remaining
0	119	3465
1	138	1942
2	158	1427
3	181	1178
4	199	998
5	218	875
6	237	781
7	257	708
8	278	649
9	299	599
10	315	545
11	333	500
12	347	454
13	363	415
14	380	380
15	398	348
16	415	317
17	430	286
18	443	256
19	459	229
20	475	203
21	492	178
22	506	154
23	521	130
24	533	106
25	545	83
26	561	62
27	573	40
28	584	20
29	598	0
